formulaRank,molecularFormula,adduct,precursorFormula,ZodiacScore,SiriusScoreNormalized,SiriusScore,TreeScore,IsotopeScore,numExplainedPeaks,explainedIntensity,medianMassErrorFragmentPeaks(ppm),medianAbsoluteMassErrorFragmentPeaks(ppm),massErrorPrecursor(ppm),lipidClass,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
8,C19H17ClO2,[M + H]+,C19H18ClO2+,,0.003,19.201,19.201,0.000,3,0.698,-6.139,6.139,-3.071,,313.098,973,16.218,745842518671548742,745741794119831931,9139,
9,C11H21ClN2O4S,[M + H]+,C11H22ClN2O4S+,,0.002,18.377,18.377,0.000,4,0.712,-5.291,5.291,-0.990,,313.098,973,16.218,745842518671548743,745741794119831931,9139,
10,C8H16N4O9,[M + H]+,C8H17N4O9+,,0.001,17.797,17.797,0.000,3,0.698,-6.209,6.209,-3.137,,313.098,973,16.218,745842518671548744,745741794119831931,9139,
1,C24H12O2,[M + Na]+,C24H12NaO2+,,0.624,6.523,4.035,2.488,0,0.000,-4.845,4.845,-7.515,,355.070,973,16.219,745842523876680604,745741847748213315,11749,
2,C10H21ClN2O6S,[M + Na]+,C10H21ClN2NaO6S+,,0.137,5.006,5.006,0.000,5,0.321,3.145,3.145,0.496,,355.070,973,16.219,745842523876680605,745741847748213315,11749,
3,C18H17ClO4,[M + Na]+,C18H17ClNaO4+,,0.076,4.421,4.421,0.000,4,0.310,1.357,1.357,-1.339,,355.070,973,16.219,745842523876680606,745741847748213315,11749,
4,C13H18Cl2N4O2,[M + Na]+,C13H18Cl2N4NaO2+,,0.076,4.413,4.413,0.000,5,0.319,7.626,7.626,1.071,,355.070,973,16.219,745842523876680607,745741847748213315,11749,
5,C16H16N2O4S,[M + Na]+,C16H16N2NaO4S+,,0.024,3.274,3.274,0.000,4,0.310,-0.074,3.010,-5.680,,355.070,973,16.219,745842523876680608,745741847748213315,11749,
6,C16H13FN2O5,[M + Na]+,C16H13FN2NaO5+,,0.015,2.814,2.814,0.000,4,0.310,3.266,3.266,0.596,,355.070,973,16.219,745842523876680609,745741847748213315,11749,
7,C8H12N8O7,[M + Na]+,C8H12N8NaO7+,,0.012,2.552,2.552,0.000,2,0.288,-2.494,2.494,-5.164,,355.070,973,16.219,745842523876680610,745741847748213315,11749,
8,C7H16N4O11,[M + Na]+,C7H16N4NaO11+,,0.007,1.987,1.987,0.000,2,0.288,1.285,1.285,-1.397,,355.070,973,16.219,745842523876680611,745741847748213315,11749,
9,C13H17FN2O5S,[M + Na]+,C13H17FN2NaO5S+,,0.006,1.954,1.954,0.000,4,0.310,-7.690,7.690,-8.898,,355.070,973,16.219,745842523876680612,745741847748213315,11749,
10,C19H12N2O4,[M + Na]+,C19H12N2NaO4+,,0.006,1.895,1.895,0.000,2,0.022,3.123,3.123,3.815,,355.070,973,16.219,745842523876680613,745741847748213315,11749,
1,C28H53NO8,[M + H]+,C28H54NO8+,,1.000,38.560,35.911,2.650,14,0.859,-1.703,2.822,1.844,,532.385,974,16.227,745842520584151611,745742034323472970,20470,
2,C24H49N7O6,[M + H]+,C24H50N7O6+,,0.000,30.922,28.670,2.253,16,0.902,1.301,3.505,6.888,,532.385,974,16.227,745842520584151612,745742034323472970,20470,
3,C29H49N5O4,[M + H]+,C29H50N5O4+,,0.000,20.251,19.019,1.232,17,0.879,-2.158,4.446,-0.668,,532.385,974,16.227,745842520584151613,745742034323472970,20470,
4,C26H50FN5O5,[M + H]+,C26H51FN5O5+,,0.000,20.225,16.439,3.786,18,0.933,-2.807,5.614,-2.814,,532.385,974,16.227,745842520584151614,745742034323472970,20470,
5,C27H54N3O5P,[M + H]+,C27H55N3O5P+,,0.000,17.693,14.151,3.542,18,0.933,-3.505,5.614,-3.773,,532.385,974,16.227,745842520584151615,745742034323472970,20470,
6,C30H45N9,[M + H]+,C30H46N9+,,0.000,8.129,8.129,0.000,11,0.756,-4.882,5.787,-3.180,,532.385,974,16.227,745842520584151616,745742034323472970,20470,
7,C30H47F2N5O,[M + H]+,C30H48F2N5O+,,0.000,4.636,4.636,0.000,18,0.945,-1.134,3.505,6.071,,532.385,974,16.227,745842520584151617,745742034323472970,20470,
8,C28H52F2N3O2P,[M + H]+,C28H53F2N3O2P+,,0.000,1.064,-1.475,2.539,20,0.460,-2.171,3.386,2.965,,532.385,974,16.227,745842520584151618,745742034323472970,20470,
9,C34H49N3O2,[M + H]+,C34H50N3O2+,,0.000,0.112,0.112,0.000,10,0.070,-4.101,4.101,-8.224,,532.385,974,16.227,745842520584151619,745742034323472970,20470,
1,C41H75N3O5,[M + H]+,C41H76N3O5+,,0.626,35.520,32.992,2.527,33,0.762,1.623,2.368,6.088,,690.582,974,16.241,745842532152043405,745742138644221762,25425,
2,C46H75NO3,[M + H]+,C46H76NO3+,,0.242,34.569,33.290,1.279,32,0.757,0.018,3.204,0.263,,690.582,974,16.241,745842532152043406,745742138644221762,25425,
3,C39H79NO8,[M + H]+,C39H80NO8+,,0.081,33.471,30.195,3.276,42,0.749,-0.785,3.591,-8.242,,690.582,974,16.241,745842532152043407,745742138644221762,25425,
4,C38H76FN3O6,[M + H]+,C38H77FN3O6+,,0.029,32.460,28.649,3.811,33,0.762,-3.555,4.106,4.433,,690.582,974,16.241,745842532152043408,745742138644221762,25425,
5,C40H77F2NO5,[M + H]+,C40H78F2NO5+,,0.017,31.887,27.125,4.762,36,0.778,0.018,3.046,-3.047,,690.582,974,16.241,745842532152043409,745742138644221762,25425,
6,C43H76FNO4,[M + H]+,C43H77FNO4+,,0.005,30.622,26.925,3.697,31,0.735,-3.750,3.921,-1.392,,690.582,974,16.241,745842532152043410,745742138644221762,25425,
7,C39H80NO6P,[M + H]+,C39H81NO6P+,,0.001,29.221,25.171,4.050,37,0.775,1.337,2.279,3.694,,690.582,974,16.241,745842532152043411,745742138644221762,25425,
8,C42H71N7O,[M + H]+,C42H72N7O+,,0.000,23.621,21.274,2.347,38,0.800,1.971,3.238,4.152,,690.582,974,16.241,745842532152043412,745742138644221762,25425,
1,C27H51NO4,[M + H]+,C27H52NO4+,,1.000,43.175,43.175,0.000,14,0.819,-6.021,7.357,-0.910,,454.389,975,16.248,745842567782658355,745741965608177479,17201,
2,C25H49N4O3,[M + H]+,C25H50N4O3+,,0.000,30.014,30.014,0.000,15,0.844,-4.644,5.221,2.044,,454.389,975,16.248,745842567782658356,745741965608177479,17201,
3,C28H47N5,[M + H]+,C28H48N5+,,0.000,11.872,11.872,0.000,9,0.630,-4.001,4.588,-3.854,,454.389,975,16.248,745842567782658357,745741965608177479,17201,
1,C20H41NO2,[M + H]+,C20H42NO2+,,1.000,22.316,22.316,0.000,7,0.862,-1.392,3.167,-0.067,,328.321,976,16.266,745842525189497980,745741813984059655,10134,
2,C18H39N4O,[M + H]+,C18H40N4O+,,0.000,9.575,9.575,0.000,4,0.823,4.010,4.010,4.022,,328.321,976,16.266,745842525189497981,745741813984059655,10134,
3,C16H37N7,[M + H]+,C16H38N7+,,0.000,4.055,4.055,0.000,3,0.088,3.926,3.926,8.112,,328.321,976,16.266,745842525189497982,745741813984059655,10134,
1,C13H22O3,[M + H3N + H]+,C13H26NO3+,,1.000,88.913,85.983,2.930,17,0.781,-2.739,3.453,2.122,,244.191,976,16.269,745842514259140022,745741714000220943,5141,
2,C11H20N3O2,[M + H3N + H]+,C11H24N4O2+,,0.000,60.037,58.891,1.146,17,0.661,5.587,6.200,7.621,,244.191,976,16.269,745842514259140023,745741714000220943,5141,
3,C12H26Si2,[M + H3N + H]+,C12H30NSi2+,,0.000,27.273,27.273,0.000,8,0.438,-2.027,2.027,0.446,,244.191,976,16.269,745842514259140024,745741714000220943,5141,
4,C13H23FSi,[M + H3N + H]+,C13H27FNSi+,,0.000,25.071,25.071,0.000,8,0.438,-2.027,4.763,8.630,,244.191,976,16.269,745842514259140025,745741714000220943,5141,
5,C11H19FN4,[M + H3N + H]+,C11H23FN5+,,0.000,10.002,8.244,1.758,12,0.498,-1.158,4.016,-8.035,,244.191,976,16.269,745842514259140026,745741714000220943,5141,
6,C6H18F2N7,[M + H3N + H]+,C6H22F2N8+,,0.000,1.156,1.156,0.000,13,0.399,-0.508,5.743,-7.216,,244.191,976,16.269,745842514259140027,745741714000220943,5141,
7,C5H21N7OP,[M + H3N + H]+,C5H25N8OP+,,0.000,-15.742,-15.742,0.000,7,0.196,-2.475,6.499,11.847,,244.191,976,16.269,745842514259140028,745741714000220943,5141,
1,C28H40O2,[M + H]+,C28H41O2+,,0.999,78.637,78.637,0.000,20,0.802,-2.100,3.082,2.640,,409.311,976,16.270,745843524520182378,745741915897277291,14897,
2,C21H45O5P,[M + H]+,C21H46O5P+,,0.001,71.583,69.827,1.756,20,0.802,-2.100,3.082,8.429,,409.311,976,16.270,745843524520182379,745741915897277291,14897,
3,C24H36N6,[M + H]+,C24H37N6+,,0.000,59.590,59.590,0.000,18,0.756,-1.232,3.743,9.201,,409.311,976,16.270,745843524520182380,745741915897277291,14897,
4,C25H41FO3,[M + H]+,C25H42FO3+,,0.000,56.670,54.770,1.900,19,0.790,-2.996,2.996,-0.152,,409.311,976,16.270,745843524520182381,745741915897277291,14897,
5,C25H44O2S,[M + H]+,C25H45O2S+,,0.000,55.494,55.494,0.000,20,0.797,-3.005,3.005,-5.596,,409.311,976,16.270,745843524520182382,745741915897277291,14897,
6,C23H40F4O,[M + H]+,C23H41F4O+,,0.000,55.186,53.068,2.117,18,0.778,-2.588,2.588,5.821,,409.311,976,16.270,745843524520182383,745741915897277291,14897,
7,C21H37FN6O,[M + H]+,C21H38FN6O+,,0.000,54.794,53.361,1.432,18,0.778,-2.588,2.588,6.409,,409.311,976,16.270,745843524520182384,745741915897277291,14897,
8,C18H42N5O3S,[M + H]+,C18H43N5O3S+,,0.000,54.528,54.528,0.000,20,0.764,-1.232,3.082,7.513,,409.311,976,16.270,745843524520182385,745741915897277291,14897,
9,C24H44O3Si,[M + H]+,C24H45O3Si+,,0.000,54.432,54.432,0.000,19,0.790,-2.996,2.996,-5.034,,409.311,976,16.270,745843524520182386,745741915897277291,14897,
10,C22H40BNO5,[M + H]+,C22H41BNO5+,,0.000,54.081,54.081,0.000,18,0.778,-2.588,2.588,0.796,,409.311,976,16.270,745843524520182387,745741915897277291,14897,
1,C13H25NO2,[M + H]+,C13H26NO2+,,1.000,97.064,95.932,1.132,18,0.934,-2.970,2.970,4.994,,228.197,976,16.270,745842514141699474,745741698242217651,4350,
2,C11H23N4O,[M + H]+,C11H24N4O+,,0.000,53.638,53.532,0.105,16,0.748,-2.408,6.187,10.878,,228.197,976,16.270,745842514141699475,745741698242217651,4350,
1,C29H20ClN7O13S4,[M + H]+,C29H21ClN7O13S4+,,1.000,23.523,23.523,0.000,6,0.579,0.289,2.623,2.909,,837.979,976,16.271,745843526076269198,745742209741882018,28738,
1,C11H25N5,[M + H]+,C11H26N5+,,0.998,2.819,1.651,1.168,0,0.000,-3.778,3.778,-3.790,,228.217,976,16.274,745842504020842375,745741698418378455,4359,
2,C13H27N2O,[M + H]+,C13H28N2O+,,0.002,-3.505,-3.702,0.197,0,0.000,-9.662,9.662,-9.674,,228.217,976,16.274,745842504020842376,745741698418378455,4359,
1,C28H59N,[M + H]+,C28H60N+,,1.000,5.849,1.948,3.902,0,0.000,0.640,0.640,0.640,,410.472,976,16.274,745842524505826304,745741917054905411,14951,
1,C27H43N7O6Si5,[M + H]+,C27H44N7O6Si5+,,0.183,41.238,41.238,0.000,15,0.988,-3.188,3.188,-4.651,,702.216,977,16.286,745843247654175076,745742145090868210,25726,
2,C29H47N3O6Si6,[M + H]+,C29H48N3O6Si6+,,0.106,40.693,40.693,0.000,15,0.894,0.557,1.287,1.144,,702.216,977,16.286,745843247654175077,745742145090868210,25726,
3,C30H44ClN5O5Si4,[M + H]+,C30H45ClN5O5Si4+,,0.079,40.398,40.398,0.000,16,0.992,0.357,1.565,-2.783,,702.216,977,16.286,745843247654175078,745742145090868210,25726,
4,C25H41F2N7O7Si4,[M + H]+,C25H42F2N7O7Si4+,,0.071,40.294,40.294,0.000,15,0.988,-2.369,2.369,-3.432,,702.216,977,16.286,745843247654175079,745742145090868210,25726,
5,C28H40FN7O6Si4,[M + H]+,C28H41FN7O6Si4+,,0.068,40.245,40.245,0.000,15,0.988,-2.103,2.103,-1.805,,702.216,977,16.286,745843247654175080,745742145090868210,25726,
6,C25H44ClN7O7Si4,[M + H]+,C25H45ClN7O7Si4+,,0.066,40.222,40.222,0.000,16,0.992,1.312,1.585,2.946,,702.216,977,16.286,745843247654175081,745742145090868210,25726,
7,C25H51N3O7Si7,[M + H]+,C25H52N3O7Si7+,,0.058,40.095,40.095,0.000,15,0.894,-0.243,1.287,-3.329,,702.216,977,16.286,745843247654175082,745742145090868210,25726,
8,C26H47N3O10Si5,[M + H]+,C26H48N3O10Si5+,,0.045,39.836,39.836,0.000,14,0.890,0.942,1.248,-2.746,,702.216,977,16.286,745843247654175083,745742145090868210,25726,
9,C30H43N3O9Si4,[M + H]+,C30H44N3O9Si4+,,0.035,39.578,39.578,0.000,15,0.894,1.600,1.600,1.727,,702.216,977,16.286,745843247654175084,745742145090868210,25726,
10,C26H48FN3O7Si6,[M + H]+,C26H49FN3O7Si6+,,0.032,39.492,39.492,0.000,15,0.894,0.060,0.970,-0.483,,702.216,977,16.286,745843247654175085,745742145090868210,25726,
1,C18H36O3,[M + H]+,C18H37O3+,,1.000,80.412,79.178,1.234,12,0.853,-2.190,2.664,1.691,,301.274,978,16.292,745842527458616735,745741781390116767,8508,
2,C16H34N3O2,[M + H]+,C16H35N3O2+,,0.000,50.363,49.772,0.591,13,0.866,-1.843,2.718,6.148,,301.274,978,16.292,745842527458616736,745741781390116767,8508,
3,C21H34N,[M + H]+,C21H35N+,,0.000,28.665,28.665,0.000,8,0.186,-2.653,2.664,-7.205,,301.274,978,16.292,745842527458616737,745741781390116767,8508,
4,C16H33FN4,[M + H]+,C16H34FN4+,,0.000,25.916,23.806,2.110,10,0.279,-2.190,3.020,-6.541,,301.274,978,16.292,745842527458616738,745741781390116767,8508,
5,C17H40Si2,[M + H]+,C17H41Si2+,,0.000,20.587,20.587,0.000,7,0.176,-2.768,2.768,0.332,,301.274,978,16.292,745842527458616739,745741781390116767,8508,
6,C17H37N2P,[M + H]+,C17H38N2P+,,0.000,17.918,15.969,1.948,7,0.176,-2.768,2.768,-8.236,,301.274,978,16.292,745842527458616740,745741781390116767,8508,
1,C14H26O2,[M + H]+,C14H27O2+,,1.000,34.221,34.221,0.000,12,0.989,-4.383,4.769,4.790,,227.202,978,16.293,745842505786644474,745741697785038423,4327,
2,C2H20N13,[M + H]+,C2H21N13+,,0.000,-6.893,-6.893,0.000,0,0.000,-9.239,9.239,-9.217,,227.202,978,16.293,745842505786644475,745741697785038423,4327,
1,C19H36O2,[M + H]+,C19H37O2+,,1.000,208.083,205.499,2.584,45,0.908,-2.129,2.624,3.702,,297.280,978,16.295,745842509729290811,745741776575054807,8266,
2,C17H34N3O,[M + H]+,C17H35N3O+,,0.000,92.971,91.873,1.099,42,0.757,-0.225,3.371,8.218,,297.280,978,16.295,745842509729290812,745741776575054807,8266,
3,C7H30N13,[M + H]+,C7H31N13+,,0.000,9.947,9.947,0.000,13,0.249,-3.772,7.060,-7.004,,297.280,978,16.295,745842509729290813,745741776575054807,8266,
1,C12H26N4,[M + H]+,C12H27N4+,,0.995,1.640,1.640,0.000,0,0.000,-3.887,3.887,-3.899,,227.222,978,16.297,745842568369860977,745741697885701739,4332,
2,C14H28NO,[M + H]+,C14H29NO+,,0.005,-3.722,-3.722,0.000,0,0.000,-9.796,9.796,-9.808,,227.222,978,16.297,745842568369860978,745741697885701739,4332,
1,C18H39N2,[M + H]+,C18H40N2+,,1.000,-1.406,-3.486,2.080,0,0.000,-8.162,8.162,-8.148,,284.316,978,16.297,745842507795716390,745741760045299447,7441,
1,C36H74N2O2,[M + H]+,C36H75N2O2+,,1.000,10.962,6.137,4.825,1,1.000,2.071,2.071,0.054,,567.582,978,16.302,745842507460172016,745742059715794218,21684,
1,C18H37NO,[M + Na]+,C18H37NNaO+,,0.961,20.718,18.790,1.928,4,0.405,-2.524,6.415,2.285,,306.277,978,16.305,745843526487311022,745741786096126791,8742,
2,C16H35N4,[M + Na]+,C16H35N4Na+,,0.039,17.501,16.646,0.855,8,0.530,1.693,5.131,6.669,,306.277,978,16.305,745843526487311023,745741786096126791,8742,
1,C18H37NO,[M + H]+,C18H38NO+,,1.000,23.523,22.333,1.191,8,0.881,-6.476,6.476,7.222,,284.297,978,16.307,745842525827032304,745741760003356399,7439,
2,C16H35N4,[M + H]+,C16H36N4+,,0.000,5.233,4.748,0.485,7,0.865,-2.477,6.891,11.945,,284.297,978,16.307,745842525827032305,745741760003356399,7439,
1,C48H89NO10,[M + H]+,C48H90NO10+,,0.459,37.963,37.864,0.099,17,0.922,-2.205,4.516,0.024,,840.656,979,16.312,745842539395606601,745742210660434778,28784,
2,C39H85N9O10,[M + H]+,C39H86N9O10+,,0.199,37.125,34.506,2.620,19,0.745,-0.611,2.126,8.004,,840.656,979,16.312,745842539395606602,745742210660434778,28784,
3,C44H85N7O8,[M + H]+,C44H86N7O8+,,0.184,37.049,35.179,1.870,20,0.919,-1.283,2.976,3.219,,840.656,979,16.312,745842539395606603,745742210660434778,28784,
4,C43H89N3O12,[M + H]+,C43H90N3O12+,,0.086,36.284,33.843,2.441,16,0.740,-3.922,4.339,4.809,,840.656,979,16.312,745842539395606604,745742210660434778,28784,
5,C55H85NO5,[M + H]+,C55H86NO5+,,0.056,35.864,35.864,0.000,14,0.719,2.936,2.936,7.011,,840.656,979,16.312,745842539395606605,745742210660434778,28784,
6,C49H85N5O6,[M + H]+,C49H86N5O6+,,0.014,34.466,34.466,0.000,16,0.907,4.441,5.319,-1.567,,840.656,979,16.312,745842539395606606,745742210660434778,28784,
7,C52H86FNO6,[M + H]+,C52H87FNO6+,,0.001,31.683,31.683,0.000,14,0.719,1.548,3.640,5.651,,840.656,979,16.312,745842539395606607,745742210660434778,28784,
8,C50H81N9O2,[M + H]+,C50H82N9O2+,,0.001,31.585,31.585,0.000,16,0.874,-1.836,3.568,-3.158,,840.656,979,16.312,745842539395606608,745742210660434778,28784,
9,C56H81N5O,[M + H]+,C56H82N5O+,,0.000,19.838,19.838,0.000,8,0.484,1.312,3.879,5.420,,840.656,979,16.312,745842539395606609,745742210660434778,28784,
1,C48H86O10,[M + H]+,C48H87O10+,,1.000,33.902,28.779,5.123,13,0.548,-4.137,4.137,-0.199,,823.629,979,16.312,745842556613226260,745742204767436506,28495,
2,C44H82N6O8,[M + H]+,C44H83N6O8+,,0.000,19.597,14.537,5.060,16,0.758,-2.534,3.319,3.061,,823.629,979,16.312,745842556613226261,745742204767436506,28495,
