"id","mz","rtime","JO_F_S_A_1A","JO_F_S_A_1B","JO_F_S_A_1C","JO_L_MB_A_1Q","JO_L_MB_A_1Qx","JO_F_S_A_2A","JO_F_S_A_2B","JO_F_S_A_2C","JO_L_MB_A_2Q","JO_F_S_A_3A","JO_F_S_A_3B","JO_F_S_A_3C","JO_L_MB_A_3Q","JO_F_S_A_4A","JO_F_S_A_4B","JO_F_Bk_A_4bl","JO_F_S_A_4C","JO_L_MB_A_4Q","JO_F_S_A_5A","JO_F_Bk_A_5a.bl","JO_F_S_A_5B","JO_F_Bk_A_5b.bl","JO_F_S_A_5C","JO_F_Bk_A_5c.bl","JO_F_Bk_A_5d.bl","JO_L_MB_A_5Q","JO_L_MB_A_6Q","JO_L_SB_UP_ACN2_","JO_L_SB_UP_ACN2_x","JO_L_SB_UP_ACN2_y","JO_L_SB_UP_ACN2_z","JO_F_Bk_P_D_b","JO_F_Bk_P_D_c","JO_F_Bk_P_G_d","JO_F_Bk_P_G_e","JO_F_Bk_P_G_f","JO_F_S_P_D_1b","JO_F_S_P_D_1c","JO_F_S_P_G_1d","JO_F_S_P_G_1e","JO_F_S_P_G_1f","JO_L_MB_P_D_1q","JO_L_MB_P_D_1qx","JO_L_MB_P_D_1qy","JO_F_S_P_D_2b","JO_F_S_P_D_2c","JO_F_S_P_G_2d","JO_F_S_P_G_2e","JO_F_S_P_G_2f","JO_L_MB_P_D_2q","JO_F_S_P_D_3a","JO_F_S_P_D_3b","JO_F_S_P_D_3c","JO_F_S_P_G_3d","JO_F_S_P_G_3e","JO_F_S_P_G_3f","JO_L_MB_P_D_3q","JO_F_S_P_D_4a","JO_F_S_P_D_4b","JO_F_S_P_D_4c","JO_F_S_P_G_4d","JO_F_S_P_G_4e","JO_F_S_P_G_4f","JO_L_MB_P_D_4q","JO_F_S_P_D_5a","JO_F_S_P_D_5b","JO_F_S_P_D_5c","JO_F_S_P_G_5d","JO_F_S_P_G_5e","JO_F_S_P_G_5f","JO_L_MB_P_D_5q","JO_L_MB_P_D_6q","JO_L_MB_P_D_7q","JO_L_MB_P_D_8q","JO_L_SB_SP_S2_","JO_L_SB_SP_S2_x","JO_L_SB_SP_S2_y","JO_L_SB_SP_S2_z","representative_intensity","parent_masstrack_id","isotope","modification","ion_relation","interim_id","neutral_formula_mass"
"16408",439.20325,18.225,86713,84956,94896,36990,0,25787,51036,52401,32433,38324,34028,49352,38253,42907,33454,57940,0,54311,0,32668,0,45368,0,35625,25436,59983,51617,46427,0,1657,2681,0,0,0,0,0,222936,241631,3193,2715,3466,0,19739,21780,247253,199470,3230,1692,4830,0,211376,291686,290638,5986,2812,6632,0,252568,270700,265634,3944,3436,3319,0,257698,270753,259155,1947,3363,153960,0,0,0,0,52733,0,2231,2690,60262.0384615385,"439.20325","M0","Na/H","M0,Na/H","kp933_416.2132",416.21316853323
"15366",418.04819,15.722,1973,21092,4019,6376,147,3778,5199,18750,8896,9781,84246,7490,965,6460,2136,4013,815,23055,399,5006,841,8809,874,2102,801,3158,5968,8945,0,21704,12588,240,849,0,0,0,82177,158114,11937,39971,7784,477,43768,33550,116314,209726,47267,10239,6302,172,39347,849307,148405,120991,11997,7326,13,224277,117440,292087,40023,42134,0,38,17822,652899,10076,5737,101848,7264,40,456,551,146,0,0,3003,1391,47998.6025641026,"418.04819","M0","M+H+","M0,M+H+","kp934_417.04",417.03999353323
"16457",440.02835,15.724,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,1578,2440,0,1278,0,0,421,303,1886,3492,1231,0,0,0,923,11532,2653,2263,0,0,0,3554,1742,4514,1252,1284,0,0,0,8629,0,0,2226,0,0,0,0,0,0,0,0,0,691.74358974359,"440.02835","M0","Na/H","M0,Na/H","kp934_417.04",417.03999353323
"16499",441.18738,14.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70512820512821,"441.18738","M0","Na/H","M0,Na/H","kp935_418.1981",418.19810353323
"15417",419.20538,15.11,593,1692,2649,25,0,648,3147,1487,3694,1321,2202,3548,2459,3882,84,2147,0,1674,0,3262,0,3301,0,2415,4518,2950,4039,1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,329,0,0,0,0,0,29378,0,0,0,0,1377,0,0,0,1084.21794871795,"419.20538","M0","M+H+","M0,M+H+","kp935_418.1981",418.19810353323
"16306",436.39749,16.488,2572,4761,5720,5823,0,4575,3787,7494,3533,7758,9177,9664,4693,10652,10811,3609,0,3697,0,6243,111,4297,0,3450,4200,1365,2456,25162,0,13908,11796,104,0,0,65,0,11917,10062,10408,9959,10920,13,11306,9734,11479,9521,9309,12279,6425,73,9560,10338,8107,12865,10817,11014,0,10982,9315,8155,10259,11099,10268,59,11798,9738,12097,11398,8825,10721,0,127,111,0,7778,0,12613,10290,6579.76923076923,"436.39722","M0","M+H+","M0,M+H+","kp936_418.3643",418.36434853323
"15465",419.37231,16.627,11266,13495,15264,10964,440,35079,8689,49222,8381,15827,8337,12340,6402,21821,15592,23161,12461,12557,75,28176,1201,12943,988,20419,20795,19461,8816,18447,0,1966,2318,245,710,0,0,293,15707,37430,46611,7497,10851,4116,20409,19704,23873,7137,10417,5964,12321,3540,6510,24257,26983,17755,11191,7417,1357,12895,22887,25536,24495,20443,13244,20,24229,35171,16516,29841,6849,27326,0,1074,22,522,8965,375,2449,1643,12996.1538461538,"419.37231","M0","NH3","M0,NH3","kp936_418.3643",418.36434853323
"17416",459.30328,16.56,227832,156113,238253,0,2120,0,0,0,0,0,0,0,0,0,0,0,2087,0,1172,0,2851,0,3868,0,0,0,0,0,847,0,0,994,955,738,320,1752,356,24,0,0,0,3985,0,0,111,17,0,9,0,3882,14,39,28,0,0,0,2071,25,335,41,0,628,0,3673,375,42,693,0,0,899,2485,1934,2328,4006,0,1788,0,0,8585.76923076923,"459.30328","M0","Na/H","M0,Na/H","kp937_458.2956",458.29560353323
"18382",481.28448,14.604,28573,11530,5780,16654,0,8708,18367,27582,7507,7465,3666,13048,11033,15196,12712,8705,41,10712,0,17319,0,19644,0,20895,13759,12763,12466,6493,0,0,359,0,0,0,0,9,5030,4431,4306,3784,7234,0,568,934,4018,3842,1454,1229,2062,0,381,5029,1133,767,3947,5913,0,3285,4383,1285,7384,1483,791,0,538,3669,26120,2140,3967,3419,408,0,0,0,21731,0,7137,8228,5936.10256410256,"481.28448","M0","M+H+","M0,M+H+","kp937_458.2956",458.29560353323
"17547",462.16434,16.843,0,0,0,0,205335,0,0,0,0,0,2751,0,0,0,0,0,231346,0,1189766,0,1027902,0,850058,399,0,0,0,0,96642,0,0,440169,137915,101974,90657,261049,0,0,0,0,0,3245143,0,0,0,0,0,0,0,1215770,0,0,0,0,0,0,10859,0,0,0,0,0,0,460072,0,0,0,0,0,0,1586123,1340253,596063,131130,0,70633,0,0,170410.371794872,"462.16434","M0","M+H+","M0,M+H+","kp938_444.131",444.13098353323
"16717",445.13873,16.843,0,0,0,0,193676,0,0,0,0,0,0,0,0,0,0,0,743679,0,1068005,0,1685328,0,1328580,0,0,0,0,0,95708,0,0,615390,246262,88008,84141,187830,0,0,0,0,0,3776968,0,0,0,0,0,0,0,1312371,0,0,0,0,0,0,81093,0,0,0,0,0,0,548074,0,0,0,0,0,0,1519505,1385430,585349,333660,0,79250,0,0,204593.679487179,"445.13864","M0","NH3","M0,NH3","kp938_444.131",444.13098353323
"15546",421.35422,15.321,0,0,0,11136,175208,3238,6813,6361,11958,164,8230,5500,6178,0,5752,39770,2056673,12530,2194778,36124,2480491,21870,1369669,19986,39979,9740,12652,1323,36078,0,0,181102,163540,157721,67199,129038,5418,35482,51123,6716,28350,381220,7154,12720,1843,1774,0,1825,2382,516275,0,2571,4467,26788,19379,4408,142619,2701,6629,42389,38783,7228,24916,303601,9421,5494,0,1665,0,39147,297621,299214,234087,171101,9703,33656,0,0,154495.782051282,"421.35422","M0","M+H+","M0,M+H+","kp939_420.346",420.34604353323
"16379",438.37897,15.708,31592,33316,58221,25917,0,64276,31943,72800,20325,20480,24429,38984,22028,105841,46658,57372,67,29930,0,118843,0,44219,0,31146,38358,40189,26186,47951,0,16179,14272,0,0,0,0,0,62449,56250,99738,23102,25909,749,49797,44482,62553,28523,43574,58847,34806,0,37525,78175,293456,114466,36965,28720,0,43241,95731,83169,130839,69730,45831,0,99724,77915,88605,34781,19288,130836,0,0,0,0,18930,0,14690,14100,41141.2564102564,"438.37897","M0","NH3","M0,NH3","kp939_420.346",420.34604353323
"15576",422.33911,15.323,597165,461593,611166,24005,0,310221,264810,414094,17625,362789,463948,377383,11336,460575,374317,19474,0,35763,0,9777,1210,6671,0,12664,7906,40909,23352,9863,22669,3774,3331,565,0,928,45049,62738,38180,26071,13295,10132,3366,3773,49346,49231,53749,41953,4791,33324,23149,0,20247,45214,61313,8717,10338,18578,361,60468,59401,46582,26987,7863,11400,629,44822,89936,202437,32432,35467,5169,961,0,0,0,9568,0,4345,4620,79690.8333333333,"422.33911","M0","M+H+","M0,M+H+","kp940_421.3329",421.33287353323
"16444",439.36774,17.007,904,36,973,0,24646,283,0,5278,1804,4852,0,2022,2104,3641,2514,1792,22591,2073,33742,241,29914,0,98725,0,0,0,2076,0,5359,63,1254,40393,30362,5930,9247,18968,1935,457,173,1218,118,24937,1965,3749,1061,525,1676,24,4324,32968,0,4005,3876,226,851,616,9371,16029,3491,362,5455,3376,986,31774,12025,1605,309,4709,3061,15335,38850,26677,22434,12505,2884,4363,13,0,8360.32051282051,"439.36774","M0","NH3","M0,NH3","kp940_421.3329",421.33287353323
"17632",464.20901,14.058,5528,3552,550,346,0,1158,654,313,544,0,2964,0,0,0,293,1353,0,541,0,1048,0,10,0,0,699,696,1023,372,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,4101,0,0,0,0,0,5838,296,367,0,0,0,0,0,395,4405,0,0,0,0,4372,0,37412,991,0,0,0,0,0,0,383,0,0,0,1032.41025641026,"464.20901","M0","ACN","M0,ACN","kp941_422.1741",422.17405903323
"15592",423.18021,12.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,3001,0,2535,0,0,0,4460,0,0,0,0,0,0,0,0,5429,365,0,0,0,3292,0,28540,698,0,0,0,0,0,0,0,0,0,0,623.525641025641,"423.18021","M0","M+H+","M0,M+H+","kp941_422.1741",422.17405903323
"20296",527.24677,0.718,1497,1136,1450,3292,0,1458,2058,1672,2860,591,1795,2749,2070,1298,924,2306,0,2479,0,2935,0,3253,0,2743,2589,2039,2150,13969,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,308,0,0,0,0,0,0,0,298,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3147,0,0,0,826.974358974359,"527.24677","M0","M+H+","M0,M+H+","kp942_504.2584",504.25840853323
"19430",505.2666,0.73,2463,2964,2362,2499,0,2462,3093,1984,4502,1893,2719,2250,3081,2033,3099,1875,0,2571,0,2889,0,3066,0,1853,1301,2887,4169,9042,0,0,1492,0,0,0,0,0,1539,1134,294,937,1105,0,863,1110,1016,1091,388,299,303,0,598,850,720,686,342,724,0,1211,933,838,566,419,425,0,687,339,757,316,652,0,0,0,0,0,4675,0,1577,1616,1250.75641025641,"505.2666","M0","Na/H","M0,Na/H","kp942_504.2584",504.25840853323
"15598",423.21564,0.731,2484,2721,1450,467,418,2970,1810,2461,888,2274,0,2816,0,2824,1996,9617,8419,1396,0,25031,0,3323,0,8611,5250,2734,0,33515,325,0,0,408,0,466,926,0,294,1962,1188,0,0,485,355,350,1377,585,363,0,1516,0,305,2447,2568,304,0,0,1872,1780,2265,2325,0,722,0,523,3722,1900,874,327,0,1730,640,0,0,0,0,0,0,0,2030.5,"423.21564","M0","M+H+","M0,M+H+","kp943_422.2082",422.20822403323
"17634",464.24191,0.73,3465,2454,1774,5379,362,2865,2649,1692,3504,2195,3243,2877,3901,3058,1267,3306,0,1491,0,3938,0,3843,0,2846,3196,3783,3187,24510,0,0,0,0,0,0,361,0,389,0,322,452,389,0,302,366,0,767,0,288,0,0,0,397,0,0,0,0,913,0,309,348,0,331,0,419,0,0,384,0,0,0,333,0,0,0,5032,0,392,670,1332.67948717949,"464.24191","M0","ACN","M0,ACN","kp943_422.2082",422.20822403323
"15622",423.32413,12.144,0,0,0,0,420,0,457,0,0,0,0,0,0,0,0,0,442440,0,691,348,2091,0,401,0,0,0,0,0,0,0,0,3639,1751,968,1224,1364,0,0,0,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,676,319,0,0,0,0,0,738,2319,1611,378,0,1056,0,0,5945.30769230769,"423.32413","M0","M+H+","M0,M+H+","kp944_422.3172",422.31719853323
"16743",445.30682,12.785,0,0,239,0,2134,690,0,2418,0,0,0,0,0,214,0,1656,41205,0,0,12622,0,0,0,0,0,0,0,0,739,0,0,0,5178,4072,2643,4300,162,477,7269,0,236,1767,256,68,0,11,0,2574,2507,0,0,0,347,138,135,0,5425,45,1280,1835,565,10,80,6292,420,185,0,527,0,3859,4947,5983,0,6638,0,37,0,0,1694.67948717949,"445.30533","M0","Na/H","M0,Na/H","kp944_422.3172",422.31719853323
"19475",506.15814,14.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5168,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8437,355,0,0,0,0,0,0,0,687,0,0,0,0,0,222.179487179487,"506.15814","M0","ACN","M0,ACN","kp945_464.1238",464.12376403323
"17669",465.13049,14.827,86155,59109,119578,5538,710,26794,18104,43017,5425,17467,5837,11048,4369,12330,11167,8847,0,25309,0,2182,708,2160,531,1869,2608,32493,4126,7306,0,4856,5093,171,30,0,0,0,326586,339359,5888,4599,5700,5348,40744,40950,403647,263346,5416,4639,4329,30,180211,398002,504806,5411,4053,5013,297,445958,454094,475339,4816,4143,4673,0,246517,550082,371365,5214,5394,5286,683,20,0,3845,2470,0,6355,5395,72627.6923076923,"465.13049","M0","M+H+","M0,M+H+","kp945_464.1238",464.12376403323
"16553",442.26285,0.753,0,0,0,357,0,0,0,0,385,0,527,0,0,0,1068,800,38913,0,0,2839,0,0,0,972,0,0,519,0,0,0,329,0,0,319,0,0,0,0,735,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,457,0,0,0,351,0,0,0,0,0,325,0,0,0,0,0,0,0,717,0,0,0,639.935897435897,"442.26285","M0","NH3","M0,NH3","kp946_424.2286",424.22856353323
"15712",425.23538,0.753,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,91872,0,0,0,0,0,330,0,0,0,0,0,0,0,0,492,948,345,1417,1245,0,1073,471,479,425,1057,1063,0,0,693,0,0,0,0,368,971,717,0,309,0,2506,417,0,0,0,0,506,1029,529,0,0,313,307,0,855,488,1199,0,800,0,0,494,1464.48717948718,"425.23538","M0","M+H+","M0,M+H+","kp946_424.2286",424.22856353323
"15806",427.08453,13.992,214,1023,205,0,13921,12,0,704,0,14,0,0,0,0,12,5388,37632,23,8038,63,10282,11,8093,7379,16,68,0,0,13001,0,0,10950,10273,9002,8423,9973,239,367,0,0,0,20570,459,1836,974,1042,0,0,0,14473,468,962,1003,0,0,0,12172,1242,1379,2095,0,0,0,17204,425,1305,496,0,0,0,13302,14298,10107,12348,0,12696,0,0,3797.20512820513,"427.08453","M0","M+H+","M0,M+H+","kp947_426.0765",426.07653853323
"16657",444.10965,12,0,0,0,0,8682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,313.948717948718,"444.10965","M0","NH3","M0,NH3","kp947_426.0765",426.07653853323
"16663",444.25815,19.838,30567,12827,15596,20920,0,9261,10682,14094,23063,10063,8989,16939,21783,26922,16686,16250,0,32206,0,34860,0,19916,0,19040,32537,11307,40017,28015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31734,0,0,0,6465.05128205128,"444.25815","M0","NH3","M0,NH3","kp948_426.2233",426.22325353323
"15827",427.22946,19.823,37228,66484,66646,23430,0,49464,38316,35657,70768,76717,24821,68605,27083,30781,55707,67739,0,45041,0,48707,0,54234,0,55592,80890,26122,60360,33536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66383,0,0,0,15516.8076923077,"427.22946","M0","M+H+","M0,M+H+","kp948_426.2233",426.22325353323
"15831",427.25281,0.729,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,93246,0,0,0,0,0,0,0,0,0,0,0,374,0,0,346,331,678,681,1075,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794,0,0,0,0,0,0,1046,0,0,0,311,0,0,1114,889,0,317,0,0,0,0,1330.12820512821,"427.25281","M0","M+H+","M0,M+H+","kp949_426.2464",426.24640353323
"16664",444.2811,0.753,716,0,0,0,381,1429,0,422,327,833,0,730,450,411,1086,1930,33336,473,0,907,0,0,0,1855,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,432,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,583,764,0,0,0,861,0,0,0,0,0,0,360,358,395,0,0,321,0,0,640.974358974359,"444.2811","M0","NH3","M0,NH3","kp949_426.2464",426.24640353323
"16961",449.39154,18.108,2552,586,2712,5686,3244,494,830,278,829,4219,7845,2755,5042,4826,425,5548,28211,7085,4903,1842,7215,744,5177,3297,516,6466,7694,2812,886,0,0,4053,3661,12403,5270,7307,0,0,0,1020,0,23330,0,0,0,0,0,0,0,14195,0,0,0,0,0,0,4096,0,10,0,0,303,0,5311,0,0,0,0,0,0,8409,7838,14734,26463,10567,919,0,0,3520.61538461538,"449.39154","M0","Na/H","M0,Na/H","kp950_426.4029",426.402936866563
"16688",444.43649,18.095,0,0,0,0,3815,0,0,0,0,0,0,0,0,0,0,0,120336,0,8553,0,14240,0,8908,0,0,0,0,0,1319,0,0,7608,7523,19049,6187,11653,0,0,0,0,0,67590,0,0,0,0,0,0,0,26427,0,0,0,0,0,0,4401,0,0,0,0,0,0,7330,0,0,0,0,0,0,13137,13538,23295,46703,0,1424,0,0,5295.33333333333,"444.43649","M0","NH3","M0,NH3","kp950_426.4029",426.402936866563
"15864",427.41116,18.119,0,0,0,0,13641,0,0,0,0,0,0,0,0,0,0,0,429907,0,32297,0,52641,0,29724,0,0,0,0,0,5417,0,0,22421,23491,51242,20983,28228,0,0,0,0,0,139196,0,0,0,0,0,0,0,82974,0,0,0,0,0,0,15068,0,0,0,0,0,0,24504,0,0,0,0,0,0,40223,45273,72612,150086,0,5599,0,0,16481.1153846154,"427.41116","M0","M+H+","M0,M+H+","kp950_426.4029",426.402936866563
"15872",428.2373,0.707,3633,3913,3817,6302,0,3849,3711,1562,4523,2842,4317,4307,4724,3642,4354,1939,526,3923,0,4416,0,4559,0,3733,3739,4920,5902,24039,0,0,1017,0,0,0,0,0,0,2415,977,298,0,0,1298,391,928,0,398,1347,366,0,652,957,781,492,329,0,0,0,0,1416,428,0,297,0,1738,419,0,0,328,0,0,0,440,0,5592,0,1145,0,1764.62820512821,"428.2373","M0","M+H+","M0,M+H+","kp951_427.2307",427.23066903323
"17867",469.26514,0.774,1970,2396,2652,10397,0,2538,4264,3122,9344,1911,3876,1424,8769,1890,1574,1855,67907,7902,0,5636,0,4788,0,2173,3054,7626,8333,61775,0,0,965,0,0,465,0,0,797,812,464,0,502,0,0,724,1055,1202,369,362,0,0,461,750,369,0,777,456,0,1022,345,306,767,0,320,531,887,343,720,0,0,309,827,0,498,0,10639,0,1110,532,3293.10256410256,"469.26514","M0","ACN","M0,ACN","kp951_427.2307",427.23066903323
"17017",451.09918,11.467,389,2231,3277,0,0,0,0,0,0,3045,1622,3083,0,1337,2657,3022,0,987,0,1855,0,0,0,484,0,2667,328,0,0,0,0,0,0,0,0,0,2032,1481,0,0,0,0,34808,34197,2951,1267,0,0,0,0,1086,2898,2660,0,0,0,0,2260,2368,1913,0,0,0,0,2103,4382,1847,0,0,1512,0,0,0,0,0,0,0,0,1624.98717948718,"451.09918","M0","M+H+","M0,M+H+","kp952_428.1096",428.10961853323
"15918",429.11661,11.467,1813,2248,3360,1296,0,0,0,0,0,4267,1939,4003,0,2478,2890,3620,0,1572,0,2759,0,0,0,2774,0,4326,830,0,0,0,0,0,0,0,0,0,682,472,0,0,0,0,20398,21653,1514,711,0,0,0,0,0,1905,1300,0,0,0,0,1408,1595,816,0,0,0,0,762,2981,1325,0,0,965,0,0,0,0,0,0,0,0,1264.89743589744,"429.11661","M0","Na/H","M0,Na/H","kp952_428.1096",428.10961853323
"17018",451.11624,11.463,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,5233,0,9100,0,18624,0,0,0,0,0,0,0,0,11287,8456,0,0,0,0,0,0,0,0,30306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,0,0,0,0,0,0,18714,0,0,0,0,0,0,15192,15362,7696,15997,0,0,0,0,2046.26923076923,"451.11624","M0","M+H+","M0,M+H+","kp953_428.1275",428.12753353323
"15923",429.13538,11.461,0,0,0,0,481,0,0,0,0,0,0,0,0,0,0,0,345,0,3357,0,5001,0,11308,0,0,0,0,0,0,0,0,7982,6905,0,0,0,0,0,0,0,0,19891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1356,0,0,0,0,0,0,12882,0,0,0,0,0,0,10825,10933,4628,10962,0,0,0,0,1369.94871794872,"429.13412","M0","Na/H","M0,Na/H","kp953_428.1275",428.12753353323
"16774",446.16043,11.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,0,3171,0,6273,0,11874,0,0,0,0,0,0,0,0,7524,6768,0,0,0,0,0,0,0,0,19201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,0,0,0,0,0,13853,0,0,0,0,0,0,10663,11790,4398,11861,0,0,0,0,1412.19230769231,"446.16043","M0","NH3","M0,NH3","kp954_428.1267",428.12672353323
"15922",429.13412,13.259,0,0,0,0,4873,0,0,0,0,0,0,0,0,0,0,0,10171,0,9423,0,14440,0,14766,0,0,0,0,0,0,0,0,3532,1699,289,0,0,0,0,0,0,0,4360,0,0,0,0,0,0,0,3485,0,0,0,0,0,0,0,0,0,0,0,0,0,3466,0,0,0,0,0,0,2908,3464,3047,4884,0,0,0,0,1087.26923076923,"429.13412","M0","M+H+","M0,M+H+","kp954_428.1267",428.12672353323
"19631",509.34354,15.627,11545,13469,14149,16801,0,16871,17247,19090,14411,13363,10385,10539,12872,12045,14748,15305,0,16130,0,12275,0,18115,1341,11762,15305,17060,15442,21325,0,373,743,0,0,341,298,0,4334,3533,4287,932,1879,0,14696,12699,2113,2126,17613,2359,2165,0,2836,11861,6009,33070,2703,770,0,4950,7957,9953,12700,3260,3055,1024,7083,3855,5782,8726,3514,5616,759,838,2677,298,14350,0,883,324,7268.44871794872,"509.34354","M0","M+H+","M0,M+H+","kp955_508.3351",508.33508353323
"20426",531.32318,16.2,869,516,1953,15146,9711,1777,4073,11915,3816,1322,190,2976,3279,2646,4936,1156,0,9013,0,1766,294,1412,0,4667,1222,16434,8078,2922,0,0,0,0,0,0,0,0,61034,46476,0,0,0,34673,35655,34137,62718,44438,0,0,0,25279,32083,95914,62037,0,0,0,0,125723,143562,107025,0,0,0,13819,86875,196524,76622,0,0,340,0,14473,429,401,7085,0,0,0,18197.5769230769,"531.32318","M0","Na/H","M0,Na/H","kp955_508.3351",508.33508353323
"18740",490.17712,16.745,16226,10753,19952,0,0,1797,775,2489,0,0,0,623,0,1994,1418,13625,0,3946,0,9677,0,2281,0,12209,5301,5709,0,0,0,0,0,0,339,0,0,0,44462,44584,0,0,0,0,3194,3675,86065,75043,0,0,0,0,19290,79245,62417,0,0,0,0,102368,99330,73577,0,0,0,0,31975,98892,22369,0,0,0,0,0,0,0,0,0,0,0,12251.2820512821,"490.17712","M0","M+H+","M0,M+H+","kp956_472.1441",472.14411853323
"18020",473.15222,17.433,40545,29105,46996,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118780,122461,0,0,0,0,0,0,101477,73655,0,0,0,0,56476,129194,114377,0,0,0,0,156448,134825,104203,0,0,0,0,76387,158206,53536,0,0,0,0,0,0,0,0,0,0,0,19450.8333333333,"473.15039","M0","NH3","M0,NH3","kp956_472.1441",472.14411853323
"16829",447.27451,0.76,6943,7947,5486,7906,2214,3468,8789,5593,8818,7714,5638,6674,8485,5280,8511,5421,32418,5164,926,5839,464,10130,1311,3904,9396,8552,11293,13968,1893,0,4126,2782,1797,2352,937,1948,2946,2143,665,1925,2836,2539,1208,2356,1331,2272,1944,435,576,0,1709,1583,2441,605,1209,1408,2848,2467,653,1936,1953,0,2044,1582,986,2106,1267,0,484,865,0,2313,2249,0,9963,1350,3246,2640,3809.87179487179,"447.27451","M0","NH3","M0,NH3","kp957_429.2406",429.24063353323
"15980",430.24786,0.755,4351,4170,3898,4415,0,1670,5136,3872,894,3831,2963,1503,3735,2646,2264,6478,0,3542,0,7807,0,4763,0,5339,3052,4913,1284,27252,365,0,0,740,324,329,308,0,414,710,0,0,852,0,1106,556,0,305,0,0,343,0,309,445,938,0,397,403,0,0,0,0,0,0,0,598,690,951,846,917,0,0,0,635,0,785,2796,328,325,0,1634.52564102564,"430.24786","M0","M+H+","M0,M+H+","kp957_429.2406",429.24063353323
"17210",455.11984,15.033,15605,11713,12039,8303,0,1521,1833,2439,5166,7172,5787,8658,2077,14420,13240,45865,0,18786,0,6890,0,2397,0,8971,3354,22096,8953,0,0,0,0,0,0,0,0,0,42751,53758,0,0,0,0,87545,89859,50795,33091,0,0,0,0,37874,23021,17461,0,0,0,0,35330,57240,34432,0,0,0,0,68195,42636,58651,0,0,0,0,0,0,0,0,0,0,0,12306.7179487179,"455.11984","M0","M+H+","M0,M+H+","kp958_432.1306",432.13058353323
"16107",433.13788,15.032,20643,14054,15565,13982,0,2440,2763,2247,8465,8432,6652,9621,3980,16303,13391,70585,0,25199,0,9794,0,4020,0,15326,4807,30444,12610,310,0,0,0,0,0,0,0,0,30376,36728,0,0,0,0,54111,53340,40292,21470,0,0,0,0,21419,21504,14827,0,0,0,0,26863,46643,31660,0,0,0,0,42998,34311,40873,0,0,0,0,0,0,0,962,0,0,0,10641.1538461538,"433.13779","M0","Na/H","M0,Na/H","kp958_432.1306",432.13058353323
